annonce_id,date_publication,titre,ville,quartier,type_bien,transaction,prix,surface,nb_chambres,nb_salles_bain,etage,annee_construction
ANO000451,2024-03-28,Villa à location - Tanger,Tanger,Centre Ville,Villa,Location,16979.32,105.84,5.0,3.0,0.0,2014.0
ANO000541,2024-05-10,Appartement moderne Oujda,Oujda,,Appartement,Vente,563592.45,49.04,1.0,1.0,3.0,2017.0
ANO000267,2024-04-21,Appartement à location - Oujda,Oujda,Centre,Appartement,Location,2213.59,85.74,4.0,3.0,2.0,2017.0
ANO001142,2024-10-04,Appartement à vente - Oujda,Oujda,,Appartement,Vente,45000.0,40.6,1.0,1.0,3.0,2018.0
ANO000294,2023-07-02,Villa à vente - Meknès,Meknès,Ville Nouvelle,Villa,Vente,7782589.91,452.15,5.0,2.0,0.0,2005.0
ANO000227,2024-05-18,Appartement à vente - Tanger,Tanger,Centre Ville,Appartement,Vente,662281.41,116.79,3.0,1.0,0.0,2015.0
ANO001159,2024-12-17,Villa 147m² Meknès,Meknès,,Villa,Vente,1841491.93,147.23,5.0,3.0,0.0,2017.0
ANO001215,2023-10-16,Beau Villa Marrakech,Marrakech,Targa,Villa,,4515063.31,247.2,,1.0,0.0,2003.0
ANO001346,2024-05-08,Beau Appartement Tétouan,Tétouan,Centre,Appartement,Location,2659.22,97.92,1.0,1.0,0.0,2008.0
ANO001457,2024-09-22,Appartement à vente - Meknès,Meknès,Hamria,Appartement,Vente,469301.73,90.58,,1.0,1.0,1996.0
ANO000660,2023-11-23,Appartement moderne Oujda,Oujda,Hay Qods,Appartement,Vente,663703.18,65.68,2.0,2.0,2.0,2013.0
ANO001214,2024-05-01,Villa 210m² Rabat,Rabat,,Villa,,2428902.8,210.25,3.0,2.0,0.0,1997.0
ANO000277,2023-09-21,Bureau moderne Casablanca,Casablanca,Bourgogne,Bureau,Location,4127.7,108.73,0.0,0.0,3.0,1979.0
ANO000452,2023-10-16,Terrain moderne Casablanca,Casablanca,Bourgogne,Terrain,Vente,1027746.55,230.82,0.0,0.0,0.0,1961.0
ANO000233,2024-01-08,Beau Appartement Tétouan,Tétouan,,Appartement,Location,8521.81,53.72,3.0,2.0,1.0,2017.0
ANO000471,2023-08-05,Beau Appartement Casablanca,Casablanca,,Appartement,Vente,709383.3,98.91,2.0,2.0,2.0,2006.0
ANO000387,2024-03-20,Beau Appartement Rabat,RABAT,Hassan,Appartement,Vente,667811.86,76.88,2.0,1.0,5.0,1962.0
ANO000176,2023-08-29,Terrain à vente - Casablanca,CASABLANCA,Ain Diab,Terrain,Vente,258535.37,104.69,0.0,0.0,,2000.0
ANO000632,2024-08-04,Duplex 145m² Centre,Tétouan,Centre,Duplex,Vente,1734234.12,145.58,2.0,1.0,5.0,
ANO000241,2024-02-13,Terrain 94m² Agadir,Agadir,,Terrain,Vente,892340.53,94.78,0.0,0.0,0.0,1999.0
ANO000388,2024-05-15,Beau Terrain Tanger,Tanger,,Terrain,Vente,1487282.77,133.25,0.0,0.0,0.0,1996.0
ANO000722,2024-11-18,Beau Bureau Kenitra,Kenitra,Hay Essalam,Bureau,Vente,1656059.62,183.22,0.0,0.0,3.0,2001.0
ANO000100,,Villa moderne Meknès,Meknès,Hamria,Villa,Vente,2353649.76,315.03,6.0,3.0,0.0,2015.0
ANO000693,2023-08-19,Bureau moderne Marrakech,Marrakech,,Bureau,Vente,1446308.46,168.16,,0.0,4.0,2008.0
ANO000806,2023-09-24,Appartement 98m² Zouagha,Fès,Zouagha,Appartement,Vente,2108598.12,98.79,3.0,2.0,,2005.0
ANO000285,2024-12-06,Appartement moderne Oujda,Oujda,Hay Qods,Appartement,Vente,473513.54,114.73,2.0,2.0,0.0,2021.0
ANO000467,2024-05-25,Bureau moderne Rabat,Rabat,Hassan,Bureau,Vente,1680165.56,93.72,0.0,0.0,,1984.0
ANO000833,2023-09-23,Appartement à vente - Kenitra,kenitra,Hay Essalam,Appartement,Vente,1888414.83,78.01,1.0,1.0,4.0,2016.0
ANO000513,2023-07-16,Duplex 123m² Rabat,Rabat,,Duplex,Vente,2108160.06,123.36,2.0,1.0,5.0,1982.0
ANO001282,2023-02-16,Beau Bureau Marrakech,Marrakech,Medina,Bureau,Location,2605.21,184.35,0.0,0.0,2.0,2016.0
ANO000882,2023-03-02,Appartement 57m² Rabat,Rabat,,Appartement,Vente,1739164.44,57.76,2.0,1.0,4.0,1988.0
ANO000479,2024-10-13,Beau Appartement Meknès,Meknès,Hamria,Appartement,Vente,529945.39,92.06,1.0,,,2008.0
ANO001363,2023-10-02,Appartement à vente - Kenitra,Kenitra,,Appartement,Vente,653150.18,87.0,,2.0,3.0,2019.0
ANO000501,2024-09-30,Appartement moderne Kenitra,Kenitra,Hay Essalam,Appartement,Vente,643403.33,71.22,3.0,2.0,1.0,2003.0
ANO001343,2024-02-05,Beau Appartement Oujda,Oujda,Hay Qods,Appartement,,456261.23,78.5,3.0,1.0,4.0,2022.0
ANO000129,2024-11-23,Beau Villa Meknès,Meknès,,Villa,Vente,1820433.67,262.03,5.0,3.0,,2012.0
ANO001014,2024-07-03,Beau Appartement Casablanca,Casablanca,,Appartement,Location,2100.83,100.26,,1.0,,2002.0
ANO000184,2024-03-19,Terrain à location - Tétouan,Tétouan,,Terrain,Location,2475.22,310.39,0.0,0.0,0.0,2008.0
ANO000586,2023-11-09,Beau Appartement Oujda,Oujda,,,Location,2859.36,81.56,2.0,1.0,5.0,2017.0
ANO000620,2023-09-02,Terrain moderne Fès,Fès,,Terrain,Location,2899.94,334.64,0.0,0.0,0.0,2003.0
ANO000968,2023-05-02,Appartement 70m² Fès,Fès,,Appartement,Vente,1830305.47,70.75,2.0,1.0,0.0,2004.0
ANO000260,2024-10-04,Beau Bureau Oujda,Oujda,,Bureau,Vente,1100992.55,117.02,,0.0,8.0,2014.0
ANO000051,2023-04-10,Appartement moderne Tanger,Tanger,Centre Ville,Appartement,Vente,2100197.14,93.66,2.0,2.0,3.0,2004.0
ANO001184,2024-06-28,Beau Villa Agadir,Agadir,Hay Mohammadi,Villa,Location,8728.35,8.0,4.0,2.0,0.0,1997.0
ANO000028,2023-07-24,Appartement 121m² Californie,Casablanca,Californie,Appartement,Vente,592853.51,121.95,3.0,1.0,4.0,1992.0
ANO000506,2023-02-24,Appartement 122m² Tanger,Tanger,,,Location,2141.56,122.84,3.0,2.0,3.0,2015.0
ANO000068,2024-06-23,Villa 336m² Souissi,Rabat,Souissi,Villa,Vente,2480392.26,336.64,5.0,2.0,0.0,
ANO000232,2024-08-03,Beau Villa Marrakech,Marrakech,Medina,Villa,Vente,6923903.41,297.45,3.0,2.0,0.0,2007.0
ANO000300,2024-05-28,Villa 346m² Hay Essalam,Kenitra,Hay Essalam,Villa,Vente,2273356.84,346.52,5.0,2.0,0.0,
ANO000750,2024-10-04,Appartement 2500m² Agadir,Agadir,,Appartement,Vente,1467874.55,2500.0,1.0,1.0,0.0,2017.0
ANO000067,2023-06-03,Beau Bureau Fès,Fès,Medina,Bureau,Vente,1223283.49,74.28,0.0,0.0,1.0,2005.0
ANO000171,2023-01-05,Villa moderne Oujda,Oujda,Centre,Villa,Vente,6405685.24,245.98,4.0,,0.0,2008.0
ANO001236,2023-01-25,Beau Appartement Agadir,Agadir,Talborjt,Appartement,Location,2347.65,71.89,2.0,,2.0,2020.0
ANO000052,2024-01-07,Villa à location - Rabat,Rabat,Hay Riad,Villa,Location,9264.51,273.45,,2.0,0.0,1989.0
ANO001143,2024-05-06,Villa 360m² Hamria,Meknès,Hamria,Villa,Vente,2326284.42,360.76,4.0,2.0,0.0,2013.0
ANO000897,2023-12-18,Villa moderne Kenitra,Kenitra,Hay Essalam,Villa,Vente,2578394.34,299.0,3.0,1.0,0.0,2001.0
ANO001433,2024-10-31,Appartement 88m² Centre,Agadir,Centre,Appartement,Location,1693.56,88.16,1.0,1.0,2.0,2002.0
ANO000557,2024-04-27,Appartement 98m² M'diq,Tétouan,M'diq,Appartement,Location,2603.5,98.67,2.0,,4.0,
ANO000311,2023-02-19,Beau Villa Agadir,Agadir,Talborjt,Villa,Location,7689.6,400.49,4.0,3.0,,1998.0
ANO000090,2024-06-20,Appartement 73m² M'diq,Tétouan,M'diq,Appartement,Vente,378383.03,74.0,1.0,1.0,,2011.0
ANO000657,2023-04-04,Appartement 113m² Hassan,Rabat,Hassan,Appartement,Location,2106.44,113.34,3.0,2.0,3.0,
ANO000853,2023-09-06,Appartement à vente - Agadir,Agadir,Hay Mohammadi,Appartement,Vente,945700.9,85.08,2.0,2.0,1.0,
ANO000183,2024-09-17,Appartement moderne Tanger,Tanger,,Appartement,Location,2476.99,79.92,1.0,,4.0,2012.0
ANO000216,2023-07-07,Terrain à vente - Kenitra,Kenitra,Centre,Terrain,Vente,718182.93,15.0,0.0,0.0,0.0,2009.0
ANO000164,,Beau Villa Casablanca,Casablanca,Non spécifié,Villa,Vente,7322459.64,249.36,3.0,1.0,0.0,2022.0
ANO000059,2023-12-26,Villa moderne Casablanca,Casablanca,Bourgogne,Villa,Vente,2338345.4,316.17,5.0,3.0,,
ANO000235,2024-01-13,Villa moderne Casablanca,Casablanca,Anfa,Villa,Location,19773.94,137.32,4.0,2.0,0.0,1976.0
ANO000877,2024-12-04,Appartement à vente - Marrakech,Marrakech,Gueliz,Appartement,Vente,1822782.39,73.01,2.0,1.0,10.0,2012.0
ANO001258,2024-02-01,Beau Bureau Tétouan,Tétouan,M'diq,Bureau,Vente,1000971.66,88.72,0.0,0.0,0.0,2003.0
ANO000607,2023-04-23,Appartement 60m² Medina,MARRAKECH,Medina,Appartement,Vente,1915547.9,60.32,1.0,1.0,0.0,
ANO000817,2023-12-01,Appartement à vente - Marrakech,Marrakech,Medina,Appartement,,1686493.73,67.74,4.0,3.0,5.0,2002.0
ANO000741,2024-06-15,Bureau moderne Agadir,Agadir,Hay Mohammadi,Bureau,Vente,1056663.94,94.1,,0.0,,2015.0
ANO000134,2024-01-29,Beau Terrain Fès,Fès,Zouagha,Terrain,Vente,1171344.89,108.67,0.0,0.0,0.0,1991.0
ANO000474,2023-07-12,Villa à vente - Meknès,Meknès,Hamria,Villa,Vente,2453917.88,293.06,6.0,4.0,0.0,2018.0
ANO001036,2023-07-09,Appartement 52m² Hamria,Meknès,Hamria,,Vente,593370.08,52.67,2.0,2.0,2.0,2014.0
ANO001288,2023-12-29,Terrain moderne Tanger,Tanger,,Terrain,Location,2252.79,299.15,,0.0,,2008.0
ANO001499,2024-10-29,Appartement 126m² Centre,Oujda,Centre,Appartement,Vente,652804.3,126.93,4.0,3.0,0.0,
ANO000791,2024-12-12,Bureau à vente - Oujda,OUJDA,Centre,Bureau,Vente,1137640.73,98.07,,0.0,2.0,2011.0
ANO000970,2023-12-01,Beau Appartement Tanger,Tanger,Centre Ville,Appartement,Location,1657.57,73.75,1.0,1.0,0.0,2020.0
ANO000494,2024-07-17,Appartement 103m² Hassan,Rabat,Hassan,Appartement,Vente,497505.0,103.06,1.0,1.0,0.0,1994.0
ANO001187,2024-04-20,Bureau moderne Kenitra,Kenitra,Centre,Bureau,Vente,1154748.78,68.03,0.0,0.0,3.0,2011.0
ANO000688,2023-06-30,Appartement 94m² Hamria,MEKNÈS,Hamria,Appartement,Vente,1945051.28,94.76,3.0,1.0,0.0,
ANO000391,,Beau Appartement Rabat,RABAT,Ocean,Appartement,Vente,641071.43,92.03,3.0,1.0,10.0,2001.0
ANO001362,2024-07-09,Villa à vente - Tanger,Tanger,Iberia,Villa,Vente,3132539.17,354.89,4.0,3.0,,2008.0
ANO000811,2023-04-11,Villa moderne Marrakech,Marrakech,Targa,Villa,Location,9929.21,168.43,3.0,2.0,0.0,2009.0
ANO000523,2024-08-28,Beau Villa Tanger,Tanger,Iberia,Villa,Vente,6100486.08,291.28,5.0,3.0,0.0,1997.0
ANO001031,2024-06-21,Beau Appartement Tétouan,Tétouan,M'diq,Appartement,Vente,331842.49,103.99,2.0,1.0,1.0,2009.0
ANO000462,2023-04-05,Villa moderne Kenitra,Kenitra,Centre,Villa,Vente,1897142.54,309.37,6.0,,0.0,2012.0
ANO000935,2024-02-28,Villa à location - Agadir,Agadir,,Villa,Location,26098.8,169.68,4.0,3.0,0.0,2009.0
ANO000976,2024-09-24,Terrain moderne Tétouan,Tétouan,Centre,Terrain,Vente,875672.12,286.05,0.0,0.0,0.0,2011.0
ANO000242,,Appartement moderne Rabat,rabat,Souissi,Appartement,Vente,639191.69,89.27,2.0,2.0,3.0,
ANO001319,2024-06-02,Appartement moderne Casablanca,Casablanca,Californie,Appartement,Vente,480322.2,69.72,2.0,2.0,4.0,
ANO000599,2024-02-25,Terrain moderne Meknès,Meknès,Ville Nouvelle,Terrain,Location,3455.84,209.76,0.0,0.0,0.0,2007.0
ANO000790,2024-09-11,Duplex à vente - Tanger,Tanger,,Duplex,Vente,775585.23,94.17,2.0,2.0,8.0,2019.0
ANO000616,2024-02-16,Bureau à vente - Rabat,Rabat,Ocean,Bureau,Vente,788929.94,170.63,0.0,0.0,0.0,1987.0
ANO000566,2024-04-16,Bureau 79m² Californie,Casablanca,Californie,Bureau,Vente,1975571.6,79.99,,0.0,,1989.0
ANO000007,2023-04-19,Beau Appartement Agadir,Agadir,Hay Mohammadi,Appartement,Location,1764.15,49.69,,1.0,0.0,
ANO001426,2024-02-19,Villa 202m² Hivernage,Marrakech,Hivernage,Villa,Vente,2149359.64,202.12,3.0,,,2002.0
ANO001201,2024-02-09,Appartement à vente - Oujda,Oujda,,Appartement,Vente,451127.74,67.02,3.0,2.0,1.0,2024.0
ANO000670,2024-06-07,Beau Appartement Casablanca,Casablanca,Bourgogne,Appartement,Location,1807.8,101.48,3.0,,8.0,2014.0
ANO000195,2024-07-12,Appartement à location - Agadir,Agadir,Hay Mohammadi,Appartement,Location,9012.45,141.77,4.0,2.0,0.0,2011.0
ANO000987,2024-03-05,Appartement à vente - Casablanca,Casablanca,Bourgogne,Appartement,Vente,2454248.06,57.34,,1.0,,
ANO000903,2024-03-01,Bureau 120m² Hay Riad,Rabat,Hay Riad,Bureau,Vente,1257955.13,120.96,,0.0,7.0,1994.0
ANO000915,2024-05-02,Villa à location - Casablanca,Casablanca,Anfa,Villa,Location,24261.09,294.65,4.0,,0.0,
ANO000813,2023-04-23,Beau Bureau Oujda,OUJDA,Centre,Bureau,Vente,1147410.96,153.04,0.0,0.0,2.0,
ANO000638,2023-07-31,Appartement moderne Tétouan,Tétouan,Centre,Appartement,Vente,2892520.06,100.95,,3.0,9.0,2014.0
ANO001231,2023-12-19,Appartement moderne Marrakech,Marrakech,Hivernage,,Vente,614003.11,105.99,1.0,1.0,0.0,2019.0
ANO001345,2023-03-28,Appartement à vente - Oujda,Oujda,Hay Qods,Appartement,Vente,411861.55,15.0,2.0,1.0,6.0,2003.0
ANO001194,2024-04-09,Villa moderne Fès,Fès,Medina,Villa,Vente,4400647.6,419.98,5.0,3.0,,2019.0
ANO000618,2024-05-13,Appartement à location - Agadir,Agadir,Talborjt,Appartement,Location,10840.5,55.16,3.0,2.0,2.0,2017.0
ANO000829,2023-09-30,Beau Terrain Tanger,Tanger,Centre Ville,Terrain,Vente,635132.86,403.15,0.0,,0.0,2006.0
ANO000379,2023-12-09,Appartement moderne Agadir,Agadir,,Appartement,Vente,520701.2,109.1,,3.0,4.0,
ANO001166,2024-05-08,Villa moderne Tanger,Tanger,Iberia,Villa,Vente,3167577.02,315.24,4.0,2.0,,
ANO001021,2024-09-08,Beau Appartement Meknès,Meknès,Ville Nouvelle,Appartement,Vente,588094.39,76.68,2.0,,,2009.0
ANO001465,2024-12-19,Duplex à location - Tanger,Tanger,Malabata,Duplex,Location,7978.42,123.36,3.0,2.0,3.0,2016.0
ANO000960,2023-04-19,Appartement moderne Kenitra,Kenitra,Centre,Appartement,Location,1879.47,8.0,2.0,2.0,4.0,2008.0
ANO000649,2023-02-06,Beau Appartement Rabat,Rabat,Agdal,Appartement,Location,8994.52,75.76,4.0,2.0,7.0,2005.0
ANO000597,2024-10-16,Beau Appartement Fès,Fès,Zouagha,Appartement,Vente,588300.94,118.51,4.0,2.0,5.0,1971.0
ANO000166,2023-12-24,Appartement à vente - Oujda,Oujda,Hay Qods,Appartement,Vente,614669.21,2500.0,2.0,2.0,1.0,2008.0
ANO001391,2023-04-15,Beau Villa Marrakech,Marrakech,Medina,Villa,Location,14743.18,237.15,5.0,2.0,0.0,2006.0
ANO000322,2023-06-10,Beau Villa Kenitra,kenitra,Hay Essalam,Villa,Vente,7063505.64,242.82,3.0,1.0,,2021.0
ANO001388,2023-12-17,Villa moderne Agadir,Agadir,Talborjt,Villa,Location,9759.65,228.51,5.0,3.0,0.0,
ANO000427,2024-06-05,Appartement à location - Tanger,Tanger,,Appartement,Location,8307.28,77.27,3.0,1.0,0.0,2011.0
ANO000428,2024-06-26,Villa à location - Oujda,Oujda,,Villa,Location,8495.06,306.65,5.0,2.0,0.0,2017.0
ANO000841,2024-07-05,Appartement moderne Tétouan,Tétouan,,Appartement,Vente,80000000.0,159.63,2.0,1.0,2.0,2012.0
ANO001124,2023-12-29,Beau Appartement Meknès,Meknès,Ville Nouvelle,Appartement,Vente,2052426.07,83.06,3.0,2.0,,2000.0
ANO000952,2023-08-20,Villa moderne Tétouan,Tétouan,,Villa,Vente,6330812.14,347.44,5.0,2.0,0.0,2005.0
ANO001278,2023-04-09,Appartement moderne Oujda,Oujda,Centre,Appartement,Vente,486604.35,110.9,2.0,2.0,0.0,1998.0
ANO000570,2023-01-12,Appartement moderne Oujda,Oujda,,Appartement,Location,3111.94,81.68,3.0,2.0,2.0,2002.0
ANO000375,2024-12-27,Terrain moderne Fès,Fès,Zouagha,Terrain,Vente,991619.07,162.84,0.0,0.0,0.0,2024.0
ANO001241,2024-12-06,Beau Appartement Oujda,Oujda,Hay Qods,Appartement,Vente,2398232.61,127.58,2.0,1.0,5.0,1996.0
ANO001417,2024-04-11,Duplex moderne Tétouan,Tétouan,M'diq,Duplex,Location,8383.17,147.12,3.0,1.0,4.0,2018.0
ANO000685,2024-07-05,Villa moderne Rabat,Rabat,Ocean,Villa,Vente,5012825.27,225.7,3.0,1.0,,1979.0
ANO000081,2023-05-05,Terrain 286m² Centre Ville,Tanger,Centre Ville,Terrain,Vente,562243.78,286.23,0.0,0.0,0.0,2014.0
ANO001264,2024-03-12,Villa à vente - Oujda,Oujda,,Villa,Vente,2851639.02,296.89,6.0,3.0,,2006.0
ANO001176,2023-03-02,Appartement 80m² Talborjt,Agadir,Talborjt,Appartement,Vente,409134.4,80.05,3.0,1.0,0.0,2024.0
ANO000740,2024-02-09,Duplex 254m² Medina,Marrakech,Medina,Duplex,Vente,1760320.43,254.99,4.0,2.0,5.0,2008.0
ANO001249,2023-02-22,Beau Appartement Casablanca,Casablanca,Bourgogne,Appartement,Location,1722.33,80.46,2.0,1.0,4.0,
ANO000336,2023-08-18,Bureau moderne Casablanca,Casablanca,Californie,Bureau,Location,5429.58,155.81,0.0,0.0,,2009.0
ANO000644,2023-03-01,Bureau moderne Meknès,Meknès,Hamria,Bureau,Location,7933.36,70.82,0.0,0.0,7.0,2013.0
ANO000547,2024-05-03,Appartement moderne Tétouan,tétouan,M'diq,Appartement,Vente,797502.99,58.31,,2.0,0.0,2010.0
ANO000954,2024-12-12,Appartement 71m² Ocean,Rabat,Ocean,Appartement,Location,2293.17,71.72,3.0,1.0,10.0,2007.0
ANO001116,2023-06-17,Duplex moderne Marrakech,Marrakech,,Duplex,Location,11108.32,135.78,,1.0,5.0,2022.0
ANO000115,2023-07-11,Beau Villa Meknès,Meknès,,Villa,Vente,2322483.29,209.44,5.0,2.0,0.0,2006.0
ANO001280,2023-09-24,Terrain moderne Oujda,oujda,Hay Qods,Terrain,Vente,913930.29,2500.0,0.0,0.0,0.0,2007.0
ANO000117,2023-12-04,Beau Duplex Oujda,Oujda,,Duplex,Vente,1368933.47,139.33,2.0,2.0,5.0,2012.0
ANO000406,2024-11-11,Villa 3000m² Centre Ville,Tanger,Centre Ville,Villa,Vente,2823871.04,3000.0,3.0,1.0,0.0,2012.0
ANO000486,2024-03-15,Appartement à vente - Marrakech,Marrakech,Gueliz,Appartement,Vente,338708.47,8.0,3.0,2.0,6.0,2013.0
ANO000775,2023-01-24,Villa 383m² Hay Essalam,Kenitra,Hay Essalam,Villa,Vente,2428886.43,383.96,3.0,1.0,0.0,2009.0
ANO000331,2023-06-29,Beau Appartement Tanger,Tanger,,Appartement,Location,2300.02,33.96,1.0,1.0,,2008.0
ANO000493,,Appartement 95m² M'diq,Tétouan,M'diq,Appartement,Vente,535486.22,95.49,3.0,1.0,4.0,
ANO000017,2024-01-02,Appartement 40m² Malabata,Tanger,Malabata,,Vente,2137447.32,40.92,4.0,2.0,8.0,2012.0
ANO000856,2024-10-28,Appartement 60m² Ville Nouvelle,Fès,Ville Nouvelle,Appartement,Vente,501027.9,60.1,3.0,2.0,9.0,2009.0
ANO001115,2024-07-15,Beau Terrain Tétouan,Tétouan,,,Vente,492089.24,447.6,0.0,0.0,0.0,2002.0
ANO000292,2023-04-26,Appartement à vente - Marrakech,Marrakech,Targa,Appartement,Vente,1707627.98,84.17,2.0,2.0,0.0,2024.0
ANO000112,2023-02-13,Appartement 109m² Tanger,Tanger,,Appartement,Location,1874.96,109.38,3.0,2.0,0.0,2008.0
ANO001340,2024-04-21,Appartement moderne Meknès,Meknès,Ville Nouvelle,Appartement,Vente,633540.16,72.06,2.0,1.0,,2009.0
ANO000671,2024-12-12,Terrain 208m² Gueliz,Marrakech,Gueliz,Terrain,Vente,317732.04,208.47,0.0,0.0,0.0,
ANO000473,2023-11-21,Bureau à vente - Casablanca,Casablanca,Non spécifié,Bureau,Vente,1222805.25,130.74,0.0,0.0,4.0,
ANO001434,2023-12-30,Beau Bureau Tétouan,tétouan,Centre,Bureau,Location,3531.96,103.06,0.0,0.0,3.0,1999.0
ANO000647,2024-09-25,Appartement 87m² Fès,Fès,,Appartement,Vente,680294.36,87.45,2.0,2.0,0.0,
ANO001468,2023-06-25,Appartement 63m² Hay Essalam,Kenitra,Hay Essalam,Appartement,Vente,2428771.95,63.02,2.0,,0.0,2012.0
ANO000458,2023-12-08,Appartement 50m² Hivernage,Marrakech,Hivernage,Appartement,,755405.02,50.7,2.0,,2.0,1997.0
ANO000341,2024-03-26,Appartement moderne Casablanca,Casablanca,Maarif,Appartement,Vente,612740.26,70.66,4.0,2.0,2.0,1999.0
ANO001252,2024-10-14,Appartement moderne Meknès,Meknès,Hamria,Appartement,Vente,496213.05,67.69,2.0,2.0,,
ANO000181,2024-08-09,Appartement 56m² Hay Qods,oujda,Hay Qods,Appartement,Location,320000.0,56.76,18.0,10.0,6.0,2014.0
ANO000739,2024-09-23,Villa à vente - Rabat,Rabat,Hay Riad,Villa,Vente,5294936.78,271.27,4.0,2.0,,
ANO000237,2023-11-28,Appartement à location - Tétouan,Tétouan,,Appartement,Location,4668.91,127.41,2.0,1.0,9.0,
ANO000160,2023-03-31,Appartement 161m² Meknès,Meknès,,Appartement,Vente,587350.02,161.97,3.0,2.0,0.0,
ANO000032,2023-08-15,Beau Villa Meknès,Meknès,Ville Nouvelle,Villa,Vente,2036168.93,218.63,4.0,3.0,0.0,1998.0
ANO000415,2024-04-29,Beau Appartement Fès,Fès,Zouagha,,Location,7069.31,59.63,3.0,1.0,8.0,
ANO000012,2023-03-02,Beau Appartement Marrakech,Marrakech,Targa,Appartement,Location,1692.3,105.56,,3.0,,2000.0
ANO000219,2024-10-07,Terrain 307m² Hay Essalam,Kenitra,Hay Essalam,Terrain,Vente,1572007.94,307.11,0.0,0.0,0.0,2010.0
ANO000941,2024-11-29,Villa 317m² Oujda,Oujda,,Villa,Vente,2060558.3,317.61,5.0,3.0,0.0,2009.0
ANO001121,2024-06-08,Appartement moderne Tétouan,Tétouan,M'diq,Appartement,Location,6154.67,42.82,2.0,1.0,,1995.0
ANO001247,2024-04-23,Bureau à vente - Tétouan,tétouan,Centre,Bureau,Vente,1051766.9,66.08,0.0,0.0,1.0,2004.0
ANO000906,,Appartement à vente - Fès,Fès,Medina,Appartement,Vente,1159989.4,100.64,3.0,1.0,,2013.0
ANO000214,2024-02-27,Villa moderne Fès,Fès,Ville Nouvelle,Villa,Vente,1552460.61,223.14,4.0,2.0,0.0,2024.0
ANO001026,2024-10-16,Appartement moderne Casablanca,Casablanca,Non spécifié,Appartement,Location,3072.67,104.38,,2.0,4.0,
ANO000864,2024-06-25,Appartement 115m² Centre,Oujda,Centre,Appartement,Vente,542377.05,115.94,1.0,1.0,0.0,2006.0
ANO001059,2024-08-27,Terrain moderne Tétouan,TÉTOUAN,,Terrain,Vente,499334.89,209.71,0.0,0.0,0.0,1998.0
ANO001125,2023-09-14,Duplex 240m² Hay Mohammadi,AGADIR,Hay Mohammadi,Duplex,Vente,2670556.53,240.36,2.0,1.0,7.0,1996.0
ANO000476,2023-04-12,Appartement à vente - Rabat,Rabat,Agdal,Appartement,Vente,1213457.36,136.41,3.0,2.0,,1983.0
ANO001440,2023-01-15,Beau Villa Meknès,Meknès,Ville Nouvelle,Villa,Vente,2763954.5,262.36,4.0,2.0,0.0,2007.0
ANO001060,2023-10-10,Villa moderne Tanger,Tanger,,Villa,Vente,5247896.78,328.02,4.0,3.0,0.0,2014.0
ANO001147,2024-07-16,Appartement 92m² Hamria,Meknès,Hamria,Appartement,Vente,395403.09,92.32,3.0,2.0,,2011.0
ANO000995,2024-03-06,Bureau à vente - Fès,Fès,Medina,Bureau,Vente,1492996.84,131.55,0.0,0.0,8.0,1975.0
ANO000713,2023-05-28,Appartement 123m² Hivernage,Marrakech,Hivernage,Appartement,Vente,562222.76,123.73,4.0,2.0,2.0,
ANO000997,2024-01-24,Appartement moderne Casablanca,Casablanca,Anfa,Appartement,Vente,414375.55,145.29,2.0,,3.0,2022.0
ANO001312,2024-10-16,Villa moderne Casablanca,Casablanca,Hay Mohammadi,Villa,Vente,7141269.98,254.81,4.0,3.0,0.0,2005.0
ANO000916,2024-01-20,Appartement 91m² Tétouan,Tétouan,,Appartement,Vente,514407.1,91.03,1.0,1.0,0.0,2000.0
ANO000738,2024-02-22,Villa 320m² Anfa,Casablanca,Anfa,Villa,Location,27627.09,320.59,4.0,3.0,0.0,1993.0
ANO001192,2023-06-13,Appartement moderne Kenitra,Kenitra,,Appartement,Vente,573286.23,53.25,,1.0,3.0,2012.0
ANO000080,2024-05-17,Beau Appartement Tanger,TANGER,,Appartement,Location,8298.33,68.46,4.0,2.0,3.0,2016.0
ANO000374,2024-02-07,Appartement à vente - Kenitra,Kenitra,,Appartement,Vente,2420261.76,112.64,,2.0,2.0,2019.0
ANO000704,2024-03-10,Appartement moderne Rabat,Rabat,Hay Riad,Appartement,Vente,2241274.97,71.4,3.0,1.0,5.0,
ANO000637,2024-07-01,Appartement à location - Casablanca,casablanca,,Appartement,Location,1626.92,88.57,3.0,1.0,,2024.0
ANO001205,2023-10-20,Appartement à vente - Agadir,Agadir,Talborjt,Appartement,Vente,528508.81,94.9,2.0,2.0,,
ANO000230,2024-03-20,Appartement moderne Fès,fès,Ville Nouvelle,Appartement,Vente,1850071.68,102.77,3.0,1.0,,2006.0
ANO001196,2023-12-28,Beau Appartement Marrakech,Marrakech,Targa,Appartement,Vente,1482596.95,67.61,2.0,2.0,0.0,2002.0
ANO000247,2024-06-17,Appartement 110m² Tétouan,Tétouan,,Appartement,Vente,749856.93,110.36,2.0,1.0,3.0,1995.0
ANO000894,2023-05-03,Appartement à vente - Casablanca,Casablanca,Anfa,Appartement,Vente,518386.21,101.98,2.0,2.0,0.0,1995.0
ANO001168,2023-03-16,Appartement à vente - Tétouan,Tétouan,Centre,Appartement,Vente,1749074.62,86.13,3.0,2.0,6.0,2010.0
